"vendor","isbn","class","title"
"outpan",9780273685692,,"Effective Organisational Communication: Perspectives, Principles, and Practices"
"open-library",273685694,,"Effective organisational communication"
"nielsen",9780781753845,,"Nutrition and Diagnosis Related Care: Text and PDA CD-ROM Package"
"open-library",9780781753845,,"Nutrition and Diagnosis-Related Care"
"outpan",9780781753845,,"Nutrition and Diagnosis-Related Care"
"nielsen",9780745316703,,"Political Film: The Dialectics of Third Cinema"
"worldcat",9780745316703,,"Political film : the dialectics of Third cinema"
"outpan",9780745316703,,"Political Film: The Dialectics of Third Cinema"
"open-library",745316700,,"Political film"
"nielsen",9781905541157,,"The Child and Family in Context: Developing Ecological Practice in Disadvantaged Communities"
"worldcat",9781905541157,,"The child and family in context : developing ecological practice in disadvantaged communities"
"outpan",9781905541157,,"The Child and Family in Context: Developing Ecological Practice in Disadvantaged Communities"
"open-library",9781905541157,,"The Child and Family in Context"
"outpan",9781843224655,,"My Advent Calendar Book"
"open-library",9781843224655,,"My Advent Calendar Book"
"nielsen",9781405393935,,"BMA Concise Guide to Medicine and Drugs"
"worldcat",9781405393935,,"BMA concise guide to medicine and drugs."
"nielsen",9780077862589,,"Organizational Behavior"
"worldcat",9780077862589,,"Organizational behavior"
"nielsen",9780143039952,,"The Odyssey"
"worldcat",9780143039952,,"Homer The Odyssey."
"outpan",9780143039952,,"The Odyssey (Fagles translation)"
"open-library",9780143039952,,"The Odyssey (Penguin Classics)"
"nielsen",9780521353618,,"Moral Philosophy from Montaigne to Kant: An Anthology: v.1"
"worldcat",9780521353618,,"Moral philosophy from Montaigne to Kant : an anthology"
"outpan",9780521353618,,"Moral philosophy from Montaigne to Kant"
"open-library",521353610,,"Moral philosophy from Montaigne to Kant"
"nielsen",9781444334432,,"Fundamentals of Anatomy and Physiology for Student Nurses"
"worldcat",9781444334432,,"Fundamentals of anatomy and physiology for student nurses"
"outpan",9781444334432,,"Fundamentals of Anatomy and Physiology for Student Nurses"
"open-library",9781444334432,,"Fundamentals of anatomy and physiology for student nurses"
"nielsen",9780415446013,,"The Routledge Physical Education Reader"
"worldcat",9780415446013,,"The routledge physical education reader"
"outpan",9780415446013,,"The Routledge Physical Education Reader"
"open-library",9780415446013,,"The Routledge Physical Education Reader"
"nielsen",9780262660686,,"The American Design Adventure"
"worldcat",9780262660686,,"The American design adventure : 1940-1975"
"outpan",9780262660686,,"The American design adventure, 1940-1975"
"open-library",9780262660686,,"The American Design Adventure"
"nielsen",9780701108014,,"Genius and the Goddess"
"open-library",9780701108014,,"The Genius and the Goddess"
"nielsen",9781137030177,,"Construction Technology 1: House Construction"
"worldcat",9781137030177,,"Construction technology: 1: house constru ction."
"nielsen",9780713162523,,"Mediaeval Reformation"
"worldcat",9780713162523,,"The medieval reformation"
"outpan",9780713162523,,"Mediaeval Reformation (Foundations of Mediaeval History)"
"open-library",9780713162523,,"The Medieval Reformation (Foundations of Medieval History)"
"nielsen",9781844453689,,"Understanding Research for Nursing Students"
"worldcat",9781844453689,,"Understanding research for nursing students"
"outpan",9781844453689,,"Understanding Research for Nursing Students (Transforming Nursing Practice)"
"open-library",9781844453689,,"Understanding research for nursing students"
"nielsen",9781903575529,,"Social Work Theory: A Straightforward Guide for Practice Assessors and Placement Supervisors"
"worldcat",9781903575529,,"Social work theory : a straightforward guide for practice assessors and placement supervisors"
"nielsen",9780849395499,,"Handbook of Membrane Separations: Chemical, Pharmaceutical, Food, and Biotechnological Applications"
"worldcat",9780849395499,,"Handbook of membrane separations : chemical, pharmaceutical, and biotechnological applications"
"outpan",9780849395499,,"Handbook of Membrane Separations Chemical Pharmaceutical and Biot"
"open-library",9780849395499,,"Handbook of Membrane Separations"
"nielsen",9780203014974,,"Ethical Issues in Social Work"
"worldcat",9780203014974,,"Ethical Issues in Social Work."
"nielsen",9780813345321,,"Philosophy of Education"
"worldcat",9780813345321,,"Philosophy of Education"
"nielsen",9781903575925,,"Social Work Theory: A Straightforward Guide for Practice Educators and Placement Supervisors"
"nielsen",9780415128643,,"An Introduction to Vygotsky"
"worldcat",9780415128643,,"An introduction to Vygotsky"
"outpan",9780415128643,,"An introduction to Vygotsky"
"open-library",9780415128643,,"An Introduction to Vygotsky"
"nielsen",9780062358684,,"Kid President's Guide to Being Awesome"
"outpan",9780062358684,,"Kid President's Guide to Being Awesome"
"nielsen",9788360371763,,"Aspects of Semantic Transposition of Words"
"worldcat",9788360371763,,"Aspects of semantic transposition of words"
"outpan",9788360371763,,"Aspects of Semantic Transposition of Words"
"open-library",9788360371763,,"Aspects of semantic transposition of words"
"nielsen",9780826460127,,"Writing Your MBA Dissertation"
"worldcat",9780826460127,,"Writing your MBA dissertation"
"outpan",9780826460127,,"Writing Your MBA Dissertation"
"open-library",9780826460127,,"Writing Your MBA Dissertation"
"nielsen",9780761952145,,"Consumerism: As a Way of Life"
"worldcat",9780761952145,,"Consumerism : as a way of life"
"outpan",9780761952145,,"Consumerism: As a Way of Life"
"open-library",761952144,,"Consumerism"
"nielsen",9780275996772,,"The Psychology of Women at Work: Challenges and Solutions for Our Female Workforce"
"worldcat",9780275996772,,"The psychology of women at work : challenges and solutions for our female workforce"
"outpan",9780275996772,,"Psychology of Women at Work [Three Volumes]: Challenges and Solutions for Our Female Workforce"
"open-library",9780275996772,,"The psychology of women at work"
"nielsen",9781613820162,,"Walden"
"outpan",9781613820162,,"Walden"
"nielsen",9780547636450,,"The Autistic Brain: Thinking Across the Spectrum"
"worldcat",9780547636450,,"The autistic brain : thinking across the spectrum"
"outpan",9780547636450,,"The Autistic Brain: Thinking Across the Spectrum"
"open-library",547636458,,"THE AUTISTIC BRAIN"
"worldcat",9780316098335,,"Room : a novel"
"nielsen",9780316098335,,"Room: A Novel"
"outpan",9780316098335,,"Room"
"open-library",9780316098335,,"Room"
"nielsen",9780669203486,,"Processes of Technological Innovation"
"worldcat",9780669203486,,"The processes of technological innovation"
"outpan",9780669203486,,"The Processes of Technological Innovation"
"open-library",669203483,,"The processes of technological innovation"
"nielsen",9781464189951,0,"Environmental Science for a Changing World (Canadian Edition) &amp; Launchpad 12 Month Access Card"
"outpan",9781464189951,0,"Environmental Science for a Changing World (Canadian Edition) & Launchpad 12 Month Access Card"
"nielsen",9780199565214,,"Strategic Brand Management"
"worldcat",9780199565214,,"Strategic brand management"
"outpan",9780199565214,,"Strategic Brand Management"
"open-library",9780199565214,,"Strategic brand management"
"nielsen",9780749448226,,"Improve Your Communication Skills"
"worldcat",9780749448226,,"Improve your communication skills"
"outpan",9780749448226,,"Improve Your Communication Skills"
"open-library",9780749448226,,"Improve Your Communication Skills (Creating Success)"
"nielsen",9780743215527,,"The Bass Handbook of Leadership: Theory, Research, and Managerial Applications"
"worldcat",9780743215527,,"The Bass handbook of leadership : theory, research, and managerial applications"
"outpan",9780743215527,,"The Bass Handbook of Leadership: Theory, Research, and Managerial Applications"
"open-library",9780743215527,,"The Bass handbook of leadership"
"worldcat",9781594483172,,"The kite runner"
"open-library",9781594483172,,"The kite runner"
"outpan",9781594483172,,"The Kite Runner (Alex Awards (Awards))"
"nielsen",9781901242027,,"Seminars in the Psychiatry of Learning Disability"
"worldcat",9781901242027,,"Seminars in the psychiatry of learning disabilities"
"outpan",9781901242027,,"Seminars in the psychiatry of learning disabilities"
"open-library",1901242021,,"Seminars in the psychiatry of learning disabilities"
"nielsen",9780273716860,,"Research Methods for Business Students"
"worldcat",9780273716860,,"Research methods for business students"
"outpan",9780273716860,,"Research Methods for Business Students (5th Edition)"
"open-library",9780273716860,,"Research methods for business students"
"nielsen",9781844800827,,"Business Research Projects"
"worldcat",9781844800827,,"Business research projects"
"open-library",9781844800827,,"Business Research Projects"
"outpan",9781844800827,,"Business Research Projects"
"nielsen",9780273753285,,"Integrated Advertising, Promotion and Marketing Communications"
"worldcat",9780273753285,,"Integrated advertising, promotion, and marketing communications"
"nielsen",9781292026480,0,"Fundamentals of Anatomy &amp; Physiology"
"worldcat",9781292026480,0,"Fundamentals of Anatomy & Physiolog+."
"nielsen",9780273727910,,"Sociology: A Global Introduction"
"worldcat",9780273727910,,"Sociology : a global introduction"
"open-library",9780273727910,,"Sociology"
"nielsen",9781446281550,,"Web Social Science: Concepts, Data and Tools for Social Scientists in the Digital Age"
"worldcat",9781446281550,,"Web social science : concepts, data and tools for social scientists in the digital age"
"nielsen",9780273752929,0,"Advertising Principles &amp; Practices"
"worldcat",9780273752929,0,"Advertising & IMC : principles & practice."
"nielsen",9780700608645,,"Facing My Lai"
"worldcat",9780700608645,,"Facing My Lai : moving beyond the massacre"
"open-library",700608648,,"Facing My Lai"
"outpan",9780700608645,,"Facing My Lai: Moving beyond the Massacre"
"nielsen",9781605662725,,"Social Web Evolution: Integrating Semantic Applications and Web 2.0 Technologies"
"worldcat",9781605662725,,"Social web evolution : integrating semantic applications and Web 2.0 technologies"
"open-library",9781605662725,,"Social web evolution"
"outpan",9781605662725,,"Social Web Evolution: Integrating Semantic Applications and Web 2.0 Technologies"
"nielsen",9781850656722,,"Inside Al Qae'da"
"open-library","185065672X",,"Inside Al Qaeda"
"worldcat",9781850656722,,"Inside Al Qae'da : global network of terror"
"nielsen",9781137396341,,"Friendship and International Relations"
"nielsen",9781593851286,,"The Mindful Way Through Depression: Freeing Yourself from Chronic Unhappiness"
"worldcat",9781593851286,,"The mindful way through depression : freeing yourself from chronic unhappiness"
"open-library",9781593851286,,"The Mindful Way through Depression"
"outpan",9781593851286,,"Mindful Way through Depression: Freeing Yourself from Chronic Unhappiness"
"nielsen",9781856178129,,"The Dynamics of Managing Diversity: A Critical Approach"
"worldcat",9780750662178,,"The dynamics of managing diversity"
"open-library",750662174,,"The dynamics of managing diversity"
"outpan",9780750662178,,"The Dynamics of Managing Diversity"
"nielsen",9780073534664,,"America, Russia and the Cold War 1945-2006"
"worldcat",9780073534664,,"America, Russia, and the Cold War, 1945-2005"
"outpan",9780073534664,,"America, Russia and the Cold War 1945-2006"
"open-library",9780073534664,,"America, Russia, and the Cold War, 1945-2006"
"nielsen",9780723425908,,"Stuart and Sundeen's Mental Health Nursing: Principles and Practice: UK Version"
"worldcat",9780723425908,,"Stuart and Sundeen's mental health nursing : principles and practice"
"outpan",9780723425908,,"Stuart and Sundeen's mental health nursing"
"open-library",9780723425908,,"Stuart and Sundeen's Mental Health Nursing"
"nielsen",9780521371018,,"Governing the Commons: The Evolution of Institutions for Collective Action"
"worldcat",9780521371018,,"Governing the commons : the evolution of institutions for collective action"
"open-library",521371015,,"Governing the commons"
"outpan",9780521371018,,"Governing the Commons: The Evolution of Institutions for Collective Action"
"nielsen",9780323083348,,"Communication in Nursing"
"worldcat",9780323046763,,"Communication in nursing"
"outpan",9780323046763,,"Communication in nursing"
"open-library",9780323046763,,"Communication in nursing"
"nielsen",9780582894150,,"Britain Since 1707"
"worldcat",9780582894150,,"Britain since 1707"
"outpan",9780582894150,,"Britain Since 1707"
"nielsen",9780840032652,,"Cognitive Neuroscience"
"worldcat",9780840032652,,"Cognitive neuroscience"
"outpan",9780840032652,,"Cognitive Neuroscience"
"nielsen",9780721606262,,"The Practice of Nursing Research: Conduct, Critique and Utilization"
"worldcat",9780721606262,,"The practice of nursing research : conduct, critique, and utilization"
"outpan",9780721606262,,"The practice of nursing research"
"open-library",721606261,,"The practice of nursing research"
"worldcat",9780816510573,,"Desert solitaire"
"outpan",9780816510573,,"Desert Solitaire: A Season in the Wilderness"
"open-library",816510571,,"Desert solitaire"
"worldcat",9788483063132,,"La búsqueda científica del alma : una revolucionaria hipótesis para el siglo XXI"
"open-library",8483063131,,"La búsqueda científica del alma"
"nielsen",9780534559014,,"Criminal Justice in America"
"worldcat",9780534559014,,"Criminal justice in America"
"outpan",9780534559014,,"Criminal Justice in America"
"open-library",9780534559014,,"Criminal Justice in America"
"nielsen",9780385477925,,"Thinking in Pictures: And Other Reports from My Life with Autism"
"worldcat",9780385477925,,"Thinking in pictures : and other reports from my life with autism"
"outpan",9780385477925,,"Thinking in Pictures: And Other Reports from My Life with Autism"
"open-library",385477929,,"Thinking in pictures"
"nielsen",9788437604657,,"La Dama Del Alba: La Dama Del Alba"
"worldcat",9788437604657,,"La dama del alba"
"open-library",8437604656,,"La dama del alba"
"outpan",9788437604657,,"La Dama del Alba (The Lady of the Dawn)"
"nielsen",9780736938563,,"Successful Women Think Differently: 9 Habits to Make You Happier, Healthier, and More Resilient"
"worldcat",9780736938563,,"Successful women think differently"
"open-library",9780736938563,,"Successful Women Think Differently"
"outpan",9780736938563,,"Successful Women Think Differently"
"worldcat",9780345461629,,"Pandora's star"
"outpan",9780345461629,0,"Pandora&#39;s Star"
"open-library",345461622,,"Pandora's star"
"nielsen",9780199568758,,"A Dictionary of Media and Communication"
"worldcat",9780199568758,,"A dictionary of media and communication"
"outpan",9780199568758,,"A Dictionary of Media and Communication"
"open-library",9780199568758,,"A dictionary of media and communication"
"nielsen",9780415686754,,"Singapore, the Energy Economy: from the First Refinery to the End of Cheap Oil, 1960-2010"
"worldcat",9780415686754,,"Singapore, the energy economy : from the first refinery to the end of cheap oil, 1960-2010"
"outpan",9780415686754,,"Singapore, the Energy Economy"
"open-library",9780415686754,,"Singapore, the energy economy"
"worldcat",9780060105884,,"Leadership"
"outpan",9780060105884,,"Leadership"
"open-library",60105887,,"Leadership"
"nielsen",9780716795865,,"Fundamentals of Human Neuropsychology"
"worldcat",9780716795865,,"Fundamentals of human neuropsychology"
"outpan",9780716795865,,"Fundamentals of Human Neuropsychology"
"open-library",9780716795865,,"Fundamentals of Human Neuropsychology"
"nielsen",9788437604657,,"La Dama Del Alba: La Dama Del Alba"
"worldcat",9788437604657,,"La dama del alba"
"outpan",9788437604657,,"La Dama del Alba (The Lady of the Dawn)"
"open-library",8437604656,,"La dama del alba"
"worldcat",9780060105884,,"Leadership"
"outpan",9780060105884,,"Leadership"
"open-library",60105887,,"Leadership"
"nielsen",9780333900703,,"Misspent Youth"
"worldcat",9780333900703,,"Misspent youth"
"open-library",9780333900703,,"Misspent Youth"
"outpan",9780333900703,,"Misspent Youth"
"nielsen",9780131441392,,"Management of Organizational Behavior"
"worldcat",9780130175984,,"Management of organizational behavior : leading human resources"
"outpan",9780130175984,,"Management of organizational behavior"
"open-library",9780130175984,,"Management of Organizational Behavior"
"nielsen",9780781793834,,"Fundamentals of Nursing: The Art and Science of Nursing Care"
"worldcat",9780781793834,,"Fundamentals of nursing : the art and science of nursing care"
"open-library",9780781793834,,"Fundamentals of nursing"
"outpan",9780781793834,,"Fundamentals of Nursing: The Art and Science of Nursing Care"
"nielsen",9780199930159,,"A Modern History of Japan: From Tokugawa Times to the Present"
"worldcat",9780199930159,,"A modern history of Japan : from Tokugawa times to the present"
"outpan",9780199930159,,"A Modern History of Japan: From Tokugawa Times to the Present"
"worldcat",9780070401891,,"Managerial accounting"
"nielsen",9780029222904,,"Social Structure"
"worldcat",9780029222904,,"Social structure"
"outpan",9780029222904,,"Social Structure"
"open-library",9780029222904,,"Social Structure"
"nielsen",9780446605182,,"Naked God"
"worldcat",9780446605182,,"The naked god."
"outpan",9780446605182,,"The Naked God Pt. 2: Faith"
"open-library",9780446605182,,"The naked god"
"nielsen",9781405725354,,"The Children Act in Practice"
"worldcat",9781405725354,,"The Children Act in practice"
"outpan",9781405725354,,"The Children ACT in Practice"
"open-library",9781405725354,,"The Children Act in practice"
"nielsen",9780857021571,,"Teaching Primary English"
"worldcat",9780857021571,,"Teaching primary English"
"outpan",9780857021571,,"Teaching Primary English"
"outpan",9780073269474,,"Psychology the Science of Mind and Behavior Third Edition"
"open-library",73269476,,"Psychology the Science of Mind and Behavior"
"nielsen",9780333669358,,"The Neutronium Alchemist"
"worldcat",9780333669358,,"The neutronium alchemist"
"outpan",9780333669358,,"The Neutronium Alchemist (Night's Dawn Trilogy)"
"open-library",9780333669358,,"Neutronium Alchemist"
"nielsen",9780131441392,,"Management of Organizational Behavior"
"worldcat",9780130175984,,"Management of organizational behavior : leading human resources"
"outpan",9780130175984,,"Management of organizational behavior"
"open-library",9780130175984,,"Management of Organizational Behavior"
"nielsen",9781847622785,0,"A2-level Sociology AQA Complete Revision &amp; Practice"
"worldcat",9781847622785,0,"A2-level sociology : the revision guide : exam board: AQA."
"outpan",9781847622785,0,"A2-level Sociology AQA Revision Guide (A2 Level Aqa Revision Guides)"
"worldcat",9780060105884,,"Leadership"
"outpan",9780060105884,,"Leadership"
"open-library",60105887,,"Leadership"
"nielsen",9789027299932,,"Individual Differences in Conscious Experience"
"worldcat",9789027299932,,"Individual differences in conscious experience"
"nielsen",9780374280659,,"The Male Body: A New Look at Men in Public and Private"
"worldcat",9780374280659,,"The male body : a new look at men in public and in private"
"outpan",9780374280659,,"The male body"
"open-library",9780374280659,,"The Male Body"
"nielsen",9780205072286,,"Teaching Discipline: A Positive Approach for Educational Development"
"worldcat",9780205072286,,"Teaching / Discipline : a positive approach for educational development"
"outpan",9780205072286,,"Teaching/discipline"
"open-library",205072283,,"Teaching/discipline"
"nielsen",9780515134452,,"Blue Moon"
"worldcat",9780515134452,,"Blue moon"
"outpan",9780515134452,,"Blue Moon (Anita Blake Vampire Hunter Series #8)"
"open-library",515134457,,"Blue moon"
"nielsen",9780230520936,,"Services Marketing: Text and Cases"
"worldcat",9780333777930,,"Services marketing : text and cases"
"outpan",9780333777930,,"Services Marketing: Text and Cases"
"open-library",9780333777930,,"Services Marketing"
"worldcat",9781101079478,,"The laughing corpse"
"outpan",9781101079478,,"The Laughing Corpse (Anita Blake Vampire Hunter Series #2)"
"open-library",9781101079478,,"The Laughing Corpse"
"nielsen",9780195315882,,"The Glorious Cause: The American Revolution, 1763-1789"
"worldcat",9780195315882,,"The glorious cause : the American Revolution 1763-1789"
"open-library",9780195315882,,"The Glorious Cause"
"outpan",9780195315882,,"Glorious Cause: The American Revolution, 1763-1789, Vol. 3"
"nielsen",9781849052245,,"Mastering Approaches to Diversity in Social Work"
"worldcat",9781849052245,,"Mastering approaches to diversity in social work"
"outpan",9781849052245,,"Mastering Approaches to Diversity in Social Work"
"open-library",9781849052245,,"Mastering approaches to diversity in social work"
"nielsen",9780415040105,,"The Domestication of Women: Discrimination in Developing Societies"
"worldcat",9780415040105,,"The domestication of women : discrimination in developing societies"
"outpan",9780415040105,,"The domestication of women: discrimination in developing societies"
"open-library",9780415040105,,"The Domestication of Women"
"nielsen",9780425181683,,"Narcissus in Chains"
"worldcat",9780425181683,,"Narcissus in chains"
"open-library",425181685,,"Narcissus in chains"
"outpan",9780425181683,,"Narcissus in Chains"
"nielsen",9780425181683,,"Narcissus in Chains"
"worldcat",9780425181683,,"Narcissus in chains"
"outpan",9780425181683,,"Narcissus in Chains"
"open-library",425181685,,"Narcissus in chains"
"nielsen",9781403945631,,"International Business: Challenges in a Changing World"
"worldcat",9781403945631,,"International business : challenges in a changing world"
"outpan",9781403945631,,"International Business: Challenges in a Changing World"
"open-library",9781403945631,,"International business"
"nielsen",9780345423399,,"A Kiss of Shadows"
"worldcat",9780345423399,,"A kiss of shadows."
"outpan",9780345423399,,"A Kiss of Shadows"
"open-library",345423399,,"A kiss of shadows"
"nielsen",9780853128588,,"Beliefs and Ideologies"
"worldcat",9780853128588,,"Beliefs and ideologies"
"outpan",9780853128588,,"Beliefs and ideology"
"open-library",853128588,,"Beliefs and ideology"
"nielsen",9781137396341,,"Friendship and International Relations"
"nielsen",9780199644186,,"Public Law: Text, Cases, and Materials"
"worldcat",9780199644186,,"Public law : text, cases, and materials"
"outpan",9780199644186,,"Public Law"
"nielsen",9780113228171,,"Mental Capacity ACT 2005: Deprivation of Liberty Safeguards: Code of Practice to Supplement the Main Mental Capacity ACT 2005 Code of Practice: Laid Before Parliament in Draft June 2008, Pursuant to Sections 42 and 43 of the ACT"
"worldcat",9780113228171,,"Mental Capacity Act 2005 : deprivation of liberty safeguards : Code of Practice to supplement the main Mental Capacity Act 2005 Code of Practice : laid before Parliament in draft June 2008, pursuant to sections 42 and 43 of the Act"
"outpan",9780113228171,,"Mental Capacity ACT 2005: Deprivation of Liberty Safeguards: Code of Practice to Supplement the Main Mental Capacity ACT 2005 Code of Practice:"
"open-library",9780113228171,,"Mental Capacity Act 2005"
"nielsen",9780800626631,,"I am a Palestinian Christian"
"worldcat",9780800626631,,"I am a Palestinian Christian"
"open-library","080062663X",,"I am a Palestinian Christian"
"outpan",9780800626631,,"I Am A Palestinian Christian"
"worldcat",9780515134513,,"The killing dance"
"open-library",515134511,,"The killing dance"
"outpan",9780515134513,,"The Killing Dance (Anita Blake Vampire Hunter Series #6)"
"nielsen",9780415192866,,"Feminism Crit Concepts V3"
"worldcat",9780415192866,,"Feminism : critical concepts in literary and cultural studies"
"outpan",9780415192866,,"Feminism"
"nielsen",9780805863819,,"An Integrated Approach to Communication Theory and Research"
"worldcat",9780805863819,,"An integrated approach to communication theory and research"
"outpan",9780805863819,,"Integrated Approach To Communication Theory and Research"
"open-library",9780805863819,,"An integrated approach to communication theory and research"
"nielsen",9780240808765,,"Write to TV: Out of Your Head and Onto the Screen"
"worldcat",9780240808765,,"Write to TV : out of your head and onto the screen"
"open-library",9780240808765,,"Write to TV"
"outpan",9780240808765,,"Write to TV: Out of Your Head and onto the Screen"
"nielsen",9780441007813,,"Obsidian Butterfly"
"worldcat",9780441007813,,"Obsidian butterfly"
"outpan",9780441007813,,"Obsidian Butterfly: An Anita Blake Vampire Hunter Novel"
"open-library",441007813,,"Obsidian butterfly."
"nielsen",9781848138513,,"Revolting Subjects: Social Abjection and Resistance in Neoliberal Britain"
"worldcat",9781848138513,,"Revolting subjects : social abjection and resistance in neoliberal Britain"
"outpan",9781848138513,,"Revolting Subjects"
"nielsen",9781844452941,,"The Mental Capacity Act 2005: A Guide for Practice"
"worldcat",9781844452941,,"The Mental Capacity Act 2005 : a guide for practice"
"outpan",9781844452941,,"The Mental Capacity ACT 2005: A Guide for Practice: Second Edition"
"open-library",9781844452941,,"The Mental Capacity Act 2005"
"nielsen",9780072402414,,"Introduction to Mechatronics and Measurement Systems"
"worldcat",9780072402414,,"Introduction to mechatronics and measurement systems"
"outpan",9780072402414,,"Introduction to Mechatronics and Measurement Systems"
"open-library",72402415,,"Introduction to mechatronics and measurement systems"
"nielsen",9780443101915,,"The Nursing Process: A Global Concept"
"worldcat",9780443101915,,"The nursing process : a global concept"
"outpan",9780443101915,,"Nursing Process A Global Concept"
"open-library",9780443101915,,"The Nursing Process"
"nielsen",9780007245956,,"Sociology Themes and Perspectives"
"worldcat",9780007245956,,"Sociology : themes and perspectives"
"outpan",9780007245956,,"Sociology Themes and Perspectives"
"nielsen",9780415567350,,"Global Politics and the Responsibility to Protect: From Words to Deeds"
"worldcat",9780415567350,,"Global politics and the responsibility to protect : from words to deeds"
"outpan",9780415567350,,"Global Politics and the Responsibility to Protect: From Words to Deeds"
"open-library",9780415567350,,"Global politics and the responsibilty to protect"
"nielsen",9780333663233,,"Marketing: An Introductory Text"
"worldcat",9780333663233,,"Marketing : an introductory text"
"outpan",9780333663233,,"Marketing"
"nielsen",9781412931274,,"Cultural Criminology: An Invitation"
"worldcat",9781412931274,,"Cultural criminology : an invitation"
"outpan",9781412931274,,"Cultural Criminology: An Invitation"
"open-library",9781412931274,,"Cultural Criminology"
"nielsen",9780393925531,,"Introduction to Sociology"
"worldcat",9780393925531,,"Introduction to sociology"
"outpan",9780393925531,,"Introduction to Sociology"
"open-library",9780393925531,,"Introduction to Sociology"
"nielsen",9780441003747,,"Bloody Bones"
"worldcat",9780441003747,,"Bloody bones"
"outpan",9780441003747,,"Bloody Bones"
"open-library",9780441003747,,"Bloody bones"
"nielsen",9780748798322,,"AQA Sociology A2: Student's Book"
"worldcat",9780748798322,,"AQA A2 sociology."
"outpan",9780748798322,,"AQA Sociology A2: Student's Book"
"worldcat",9781900828246,,"You can find inspiration in everything* : *and if you can't, look again"
"outpan",9781900828246,0,"You Can Find Inspiration in Everything: And If You Can&#39;T, Look Again"
"open-library",9781900828246,,"Paul Smith: You Can Find Inspiration in Everything*"
"nielsen",9781904385035,,"City Limits: Crime Consumer Culture and the Urban Experience"
"worldcat",9781904385035,,"City limits : crime, consumer culture and the urban experience"
"outpan",9781904385035,,"City Limits: Crime, Consumer Culture and the Urban Experience"
"open-library",1904385036,,"City limits"
"nielsen",9780803619098,,"Application of Nursing Process and Nursing Diagnosis"
"worldcat",9780803619098,,"Application of nursing process and nursing diagnosis : an interactive text for diagnostic reasoning"
"outpan",9780803619098,,"Application of nursing process and nursing diagnosis"
"open-library",9780803619098,,"Application of nursing process and nursing diagnosis"
"nielsen",9780748798322,,"AQA Sociology A2: Student's Book"
"worldcat",9780748798322,,"AQA A2 sociology."
"outpan",9780748798322,,"AQA Sociology A2: Student's Book"
"nielsen",9780745625744,,"Education in Britain: 1944 to the Present"
"worldcat",9780745625744,,"Education in Britain : 1944 to present"
"outpan",9780745625744,,"Education in Britain: 1944 to the Present"
"open-library",745625746,,"Education in Britain"
"worldcat",9780313316050,,"Adrienne Rich : the moment of change"
"outpan",9780313316050,,"Adrienne Rich"
"nielsen",9781417667307,,"Burnt Offerings"
"worldcat",9781417667307,,"Burnt offerings"
"open-library",9781417667307,,"Burnt Offerings"
"nielsen",9781415920947,,"The Voice of the Poet: Adrienne Rich"
"worldcat",9781415920947,,"Adrienne Rich"
"nielsen",9780971880108,,"Wild Animus"
"worldcat",9780971880108,,"Wild animus"
"outpan",9780971880108,,"Wild Animus : A Novel"
"open-library",9780971880108,,"Wild animus"
"nielsen",9780199651849,,"Criminology"
"worldcat",9780199651849,,"Criminology"
"outpan",9780199651849,,"Criminology"
"nielsen",9780521404419,,"Evangelical Eucharistic Thought in the Church of England"
"worldcat",9780521404419,,"Evangelical eucharistic thought in the Church of England"
"outpan",9780521404419,,"Evangelical Eucharistic Thought in the Church of England"
"open-library","052140441X",,"Evangelical eucharistic thought in the Church of England"
"nielsen",9780954007959,,"AS Level Sociology: The Complete Course for the AQA Specification"
"worldcat",9780954007959,,"As Level Sociology The Complete Course for the Aqa Specification."
"outpan",9780954007959,,"AS Level Sociology: The Complete Course for the AQA Specification (The Complete Course for t..."
"nielsen",9780345478160,,"A Caress of Twilight"
"worldcat",9780345478160,,"A caress of twilight"
"outpan",9780345478160,,"A Caress of Twilight (Meredith Gentry Series #2)"
"open-library",9780345478160,,"A Caress of Twilight"
"nielsen",9781588266965,,"Civil Society and Peacebuilding: A Critical Assessment"
"worldcat",9781588266965,0,"Civil society & peacebuilding : a critical assessment"
"open-library",9781588266965,,"Civil society and peacebuilding: a critical assessment"
"outpan",9781588266965,,"Civil Society and Peacebuilding: A Critical Assessment"
"nielsen",9780335236213,,"The Media in Contemporary France"
"worldcat",9780335236213,,"The media in contemporary France"
"outpan",9780335236213,,"The Media in Contemporary France"
"worldcat",9780340743324,,"AS and A2 level sociology."
"open-library",340743328,,"AS and A level sociology"
"nielsen",9780435331603,,"Sociology in Perspective AQA Edition Student Book"
"worldcat",9780435331603,,"Sociology in perspective"
"open-library",9780435331603,,"Sociology in Perspective (Aqa Level)"
"outpan",9780435331603,,"Sociology in Perspective: AQA Edition (Aqa Level)"
"nielsen",9780748798322,,"AQA Sociology A2: Student's Book"
"outpan",9780748798322,,"AQA Sociology A2: Student's Book"
"worldcat",9780748798322,,"AQA A2 sociology."
"nielsen",9780028243146,,"Advanced Mathematical Concepts: Student Edition"
"worldcat",9780028243146,,"Merrill advanced mathematical concepts precalculus with applications."
"outpan",9780028243146,,"Advanced Mathematical Concepts"
"open-library",9780028243146,,"Advanced Mathematical Concepts"
"nielsen",9780135097557,,"Project Management"
"worldcat",9780135097557,,"Project management : achieving competitive advantage"
"outpan",9780135097557,,"Project Management"
"nielsen",9780199563753,,"Sociology"
"worldcat",9780199285006,,"Sociology"
"outpan",9780199285006,,"Sociology"
